title	rate	director	actor	category	showtime	length	box office	award	description
澳门风云2	5.6	王晶 / 张敏	周润发/张家辉/刘嘉玲/余文乐/王诗龄/胡然/姜大卫/童菲/吴樾/金巧巧/黄德斌/姜皓文/曾国祥/袁泉/曾志伟/陈百祥/孟瑶/刘德华	喜剧/动作	2015	110	97485	0	曾经名贯国际赌坛的赌侠“魔术手”石一坚（周润发 饰），在半年前协助国际刑警摧毁洗钱集团DOA后便销声匿迹，隐退江湖，整日里和他那台操着四川话的机器人傻强插科打诨，倒也逍遥自在。但是好景不长，某天他险些遭到女杀手刺杀。原来宿敌DOA对其恨之入骨，定欲灭之于无形。除此之外， DOA首席会计师小马（张家辉 饰）卷走组织高达150亿美元的黑金，带着女儿初一（王诗龄 饰）逃到泰国。迫不得已，石一坚和担任国际刑警的大弟子阿乐（余文乐 饰）合作，追查DOA的幕后主使，并试图寻找到小马的踪迹。/                                    /                                　　上天入地，子弹横飞，围绕着巨额黑金和DOA的秘密，正邪双方展开了新一轮的较量与厮杀……
分手合约	5.7	吴基焕	白百何/彭于晏/吴佩慈/蒋劲夫	爱情	2013	103	19284	0	父母亡故的何俏俏（白百合 饰）得到同班同学李行（彭于晏 饰）加倍关怀，两人逐步成了一对青梅竹马的恋人。毕业前夕，李行向俏俏求婚，不料竟被她用“没有达到她想要的物质条件”为理由，狠心地拒绝了。双方在此前提下彼此立下“5年后若单身就结婚”的合约。俏俏远走上海，自尊心受挫的李 行则留在北京打拼。春去秋来，5年之后，俏俏满心以为痴情男李行依然记得当年的约定，两人可以再续前缘，怎料却得知李行要和自小在法国长大的白富美周蕊（吴佩慈 饰）结婚的消息。倍受打击又不甘心的俏俏只有求助于“无敌GAY蜜”毛毛（蒋劲夫 饰），准备联手把李行再次夺回来。到底李行和俏俏的感情在五年后是否还有回旋的余地？
绝地逃亡	5.5	雷尼·哈林	成龙/范冰冰/约翰尼·诺克斯维尔/曾志伟/王敏德/赵文瑄/伊芙·托雷斯/郭品超/施诗/延政勋/张蓝心/吉丽/托马尔·奥兹/保罗·菲利普·克拉克	喜剧/动作	2016	111	88950	0	香港探员陈港生（成龙饰）跟踪黑道老大维克多·王（赵文瑄饰）长达十数年，为搜集他犯罪证据而被卷入一场“计中计”中，还将自己的侄女白舒（范冰冰饰）牵扯进来。在这场被中国特警、维克多·王、俄罗斯黑帮三面夹攻的“绝地逃亡”中，班尼结识了共患难的最佳拍档康纳（约翰尼·诺克斯维尔饰），一位正被维克多·王和俄国杀手追捕逃命的美国赌博高手，三人最终将怎样结束这场冒险变得扑朔迷离。
陆垚知马俐	5.4	文章	包贝尔/宋佳/朱亚文/焦俊艳/郭京飞/郭涛/马伊琍/李晨/陈赫/常远/包文婧/九孔/于莎莎/张一鸣/文章	喜剧/爱情	2016	107	19211	1	陆垚（包贝尔 饰）在上大学时重逢幼儿园同学马俐（宋佳 饰），虽然彼此心存好感，但由于陆垚有严重的“表白障碍症”，只能眼巴巴看着自己的女神马俐与别人谈恋爱。而自此之后很多年，陆垚只能以朋友的名义爱着马俐，也与她开始了一段“友情不甘、恋人不敢”的长跑。
激战	7.8	林超贤	张家辉/彭于晏/李馨巧/梅婷/李菲儿/安志杰/高捷/姜皓文/刘畊宏/王宝强	剧情/动作/运动	2013	121	11789	4	过气香港拳王程辉（张家辉 饰），在拳坛没落后，沉迷赌博，负债累累，为躲避追债人，逃亡澳门。在合租房中，程辉遇到了一对母女，这名母亲（梅婷 饰），患有精神病，小女孩（李馨巧 饰）不但要上学还要照顾妈妈。程辉和小女孩很投缘，两人时常扮成小动物，排演小品，逗小女孩的妈妈开心。/                                        /                                    　　与此同时，富二代林思齐（彭于晏 饰）遭遇家庭变故，他的父亲（高捷 饰）生意失败，变得一无所有，整日在酒吧糜烂。为了鼓励落魄的父亲重新开始生活，林思齐报名参加了MMA。为此，他在一家拳击俱乐部报名，在这里，他认识了正在俱乐部打工的程辉，并拜他为师，学习拳击。/                                        /                                    　　经过几个月学习，林思齐在MMA中连胜几场，成为新拳王。随即，又遭遇了另一位高手（安志杰 饰）的挑战，林思齐负伤退赛。同时，追债人找到程辉，打斗中，不小心伤害了梅婷母女。为此，程辉深感内疚，不想再连累别人，便开始重新训练综合格斗技能...
海角七号	7.5	魏德圣	范逸臣/田中千绘/中孝介/林宗仁/马念先/民雄/安乙荞/林晓培/马如龙/梁文音/应蔚民/张心妍/李佩甄/沛小岚/丹耐夫正若/郭逸轩/李浤嘉/黄西田/张魁/赵舜/郑志伟/魏隽展/杨淳翔/杨淳言/杨淳至/吴朋奉/祝福/张琼雯/陈慕义/常陆师父/姚思微/黄兴全/卢怡榕/连馨/刘雨柔/林宜均/杨欣佩/王婷仪/谭淑婷/陈妍汝/叶雅馨/朱丁顺/林聪辉/曾吾吉/林宏道/陈源平/许胜雄/詹佑颋/王荣良/陈顗亘/魏庭芳/李瑞珠/许仁豪/姚怡安/何季珊/林明远/曾柏允/陈致臻/吴秋莲/何冠谊/高坤成/北村丰晴/关根直树/高嶋妙子/吴绣敏	剧情/喜剧/爱情	2009	129	2204	3	依傍大海的美丽小镇恒春上，音乐梦想在台北遭受打击的年轻人阿嘉（范逸臣）冷眼旁观着一切。虽在民代主席后父的帮忙下成了代班邮差，信件和邮包却被他乱堆在房间，而对一个寄自日本的无法送至的邮包，他也没按老邮差茂伯（林宗仁）的吩咐将之退回，而是私自拆阅查看：里面除一张泛黄的少女照片，是几封写于60年前的信件。其时日本在二战中战败，在台日籍教师（中孝介）随日军撤退时遗弃了相约私奔的女友，归日途中，他将爱意和悔意化为文字，但信件直到去世才被其女儿代为寄出。/                                        /                                    　　在台湾留学、工作的日本女孩友子（田中千绘）有心成为模特，却被认为形象过时只能做负责日本超级“疗伤歌手”中孝介（中孝介）在恒春的演出事宜的公关。按惯例，中孝介演出之前会有乐团暖场，友子原本联络了日本某乐团，但民代坚持用本地乐团，友子无奈与包括阿嘉在内的几个年龄、工作、个性都有较大差异的当地音乐爱好者——因意外事件...
单身男女	6.8	杜琪峰	古天乐/吴彦祖/高圆圆/林雪/尹子维/李施嬅/贾晓晨	喜剧/爱情	2011	115	9527	0	为追寻爱情，苏州女孩程子欣（高圆圆 饰）随男友来至香港，在一家金融公司供职。谁知男友移情别恋，令子欣备受打击。偶然机缘，她结识了正处于瓶颈期的建筑师方启宏（吴彦祖 饰），二人互相勉励，子欣丢掉了关于前男友的一切，启宏也决定重新出发，并相约一周后给子欣看最新的设计图。谁知约会当晚，子欣却失约了。原来在子欣的办公室对面，另一家公司的老板张申然（古天乐 饰）长久以来一直注视着她。在她失落期间，两人通过彩色贴纸交流，子欣也渐渐喜欢上了这个大男孩。子欣忘记了和启宏的约定，与申然约在某咖啡厅见面，而申然却睡在了另一个女人的床上。/                                    /                                　　阴差阳错，让三个人的缘分暂时中断。直到三年后的一天，未了的情缘继续上演……
101次求婚	5.6	陈正道	黄渤/林志玲/高以翔/秦海璐/武田铁矢/王迅	爱情	2013	104	20000	0	乐团的大提琴手叶薰（林志玲 饰）因为三年前的未婚夫许卓（高以翔 饰）因车祸缺席婚礼而受到伤害，三年来美丽高雅的她虽然身边追求者不断，自己却无法再爱上一个人。不期然的是，黄达（黄渤 饰），一个平凡的不能再平凡，在相亲路上饱受挫折的包工头闯入她的生活，打破了叶薰原本宁静的生活。二人因为一次黄达帮叶薰解围了一场演变成闹剧的相亲而相识，叶薰更是帮黄达要回了被拖欠许久的工程款。在一来一往的相处中，黄达逐渐被叶薰独特的气质吸引，不顾一切的展开了对叶薰的爱情攻势。而叶薰也在想方设法的回绝黄达的过程中对这个执着的为自己付出的男人渐生情愫。然而就在叶薰为黄达的真情所动时，消失了三年的许卓重新出现在了她的生活中，成了二人感情的最大障碍…/                                    /                                　　该片改编自1991年的同名经典日剧《101次求婚》
满城尽带黄金甲	5.2	张艺谋	周润发/巩俐/刘烨/周杰伦/陈瑾/倪大红/李曼/秦俊杰	剧情/动作/爱情/古装	2006	114	28347	4	王（周润发 饰）领兵造反，夺得了王位。他为了更加巩固自己的地位，赶走了前妻，迎娶了梁国的公主、现任王后（巩俐 饰），以得到梁王的支持。王子元祥（刘烨 饰）是前妻留下的孩子，王跟现任王后也生下了元杰（周杰伦 饰）、元成（秦俊杰 饰）。王后却与元祥有着不可告人的乱伦关系，王一直念念不忘自己的前妻，对外声称前妻已死。王后一直野心勃勃，元杰得知父亲逼着母亲吃毒药，就答应了母亲在重阳节的那天发起兵变，腥风血雨的战争也开始了……
栀子花开	4.1	何炅	李易峰/张慧雯/蒋劲夫/魏大勋/杜天皓/张予曦/李心艾/宋轶/张云龙/柴格/王佑硕/李玟/陈羽凡/胡海泉/尼查坤·抔勒威查固/李晟/李佳航/刘昊然/扈忠汉/李偲菘/李伟菘/陈思成/安淇尔/秦沛/陈伟强/杨杰/谢娜/何炅	爱情	2015	107	37900	0	校内闻名的栀子花乐队主唱许诺（李易峰 饰）和芭蕾舞专业的言蹊（张慧雯 饰）是大学校园里一对幸福热恋的情侣。二人为各自的梦想而奋斗着：怀揣芭蕾梦想的言蹊和三位室友兼好友，一同申请去巴黎深造；许诺和队友们也在不懈努力着，希望能在“梦想之夜”得到唱片公司青睐，出道成为职业乐队。/                                    /                                　　然而就在言蹊以为巴黎之梦触手可及的时候，她却遭遇了现实中的巨大障碍。看着言蹊处于崩溃边缘，许诺一直陪伴她左右。为了让她重新振作燃起希望，许诺决定和乐队成员一起，为她准备一个意想不到的大惊喜。但是，这个决定却让他付出了不小的代价。这些处于青春迷茫期的年轻人，究竟何去何从……
如果·爱	7.6	陈可辛 / 赵良骏	周迅/金城武/张学友/池珍熙/曾志伟/吴君如/薛之谦/尚铁龙/陈铜民	剧情/爱情/歌舞	2005	108	1413	"3,4"	想演戏的孙纳（周迅 饰）与想导戏的林见东（金城武 饰）初遇见时，两人都正处于生活与事业的低谷，在相互鼓励和扶携中，他们渐渐有了共同的可以看见希望的未来，然而孙纳更想把现在的可能抓到手，狠心与林见东分了手，跟了可以给她戏的导演聂文（张学友 饰），成为人人艳羡的大明星。/                                    /                                　　天意弄人，十年后孙纳与也做了演员的林见东因为一部合拍戏又重遇。虽努力说服自己忘记过去，却欺骗不了自己的心，孙纳陷入两难中。而更戏剧的是，孙纳、林见东和聂文要同演一出剧情与他们之间情恨纠葛惊人相似的戏。
北京爱情故事	6.1	陈思诚	梁家辉/刘嘉玲/王学兵/余男/陈思诚/佟丽娅/王庆祥/斯琴高娃/刘昊然/欧阳娜娜/金燕玲/耿乐/郭京飞	爱情	2014	121	40555	0	本片由5段故事组成。北漂屌丝男陈锋（陈思诚 饰）在好友（郭京飞 饰）的告别单身派对上对白领沈彦（佟丽娅 饰）一见钟情，随后两人开展了热恋，不料不久后两人未婚先孕，二人准备结婚但却遭到了沈彦母亲的反对，此时沈的有钱前男友洪江（耿乐 饰）又再次出现了。与此同时陈锋的老板 吴峥（王学兵 饰）由于出轨被老婆张蕾（余男 饰）发现，愤怒的张蕾深夜画着浓妆走出了家门……张蕾的老板刘辉（梁家辉 饰）与佳玲（刘嘉玲 饰）秘密来到希腊偷情，却不料两人因为意见不合险些吵翻。刘辉的女儿阳阳（欧阳娜娜 饰）发现隔壁班的男生（刘昊然 饰）经常跟自己搭乘同一辆车回家，意外认识后两人无话不谈，微妙的感情在两人心中产生。男孩的姥姥（斯琴高娃 饰）得了绝症，乐观的她决定给老伴（王庆祥 饰）找一个新的伴侣协助他走过余生，一名海归老太太（金燕玲 饰）走进了老两口的生活……
